
-1.06352, -0.70966,  0.00000, -0.15285,  0.00000, -0.07063
-1.41803, -0.70966,  0.00000, -0.15285,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.15285,  0.15285, -0.07063
-1.06352, -0.70966, -1.37941, -0.30570,  0.00000, -0.14126
-1.06352, -1.06450,  0.00000, -0.30570,  0.00000, -0.14126
-1.41803, -0.70966,  0.00000, -0.15285,  0.00000, -0.07063
-1.06352, -1.06450,  0.00000, -0.30570,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.30570,  0.00000, -0.07063
-1.41803, -0.70966,  0.00000, -0.15285,  0.00000, -0.07063
-1.06352, -0.70966, -1.37941, -0.30570,  0.00000, -0.07063
-1.41803, -0.70966,  0.00000, -0.15285,  0.00000, -0.07063
-1.41803, -0.70966, -1.37941, -0.15285,  0.00000, -0.14126
-1.41803, -0.70966,  0.00000, -0.15285,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.30570,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.15285,  0.00000, -0.07063
-1.06352, -0.70966,  0.00000, -0.30570,  0.15285, -0.07063
-1.06352, -0.70966,  0.00000, -0.15285,  0.00000, -0.07063
-1.06352, -1.06450,  0.00000, -0.15285,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.15285,  0.15285, -0.07063
-1.06352, -0.70966, -1.37941, -0.30570,  0.00000, -0.07063
-1.06352, -0.70966,  0.00000, -0.15285,  0.00000, -0.14126
-1.41803, -0.70966,  0.00000, -0.30570,  0.00000, -0.07063
-1.06352, -0.70966, -1.37941, -0.30570,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.30570,  0.00000, -0.07063
-1.06352, -0.70966,  0.00000, -0.30570,  0.00000, -0.07063
-1.06352, -0.70966,  0.00000, -0.15285,  0.00000, -0.14126
-1.06352, -0.70966,  0.00000, -0.30570,  0.00000, -0.07063
